id,date,month,day_of_week,mood,call,sms,screen,circumplex.arousal,activity,circumplex.valence,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.07,2014-04-17,4,4,19.0,1.0,,7809.418999671931,-6.0,2.8341807909604526,-2.0,1242.158,3915.546,1645.609,,,,75.227,963.1899999999999,,,,
AS14.07,2014-04-18,4,5,26.0,1.0,2.0,6566.541000366214,-5.0,1.1344827586206898,-2.0,906.605,3556.0199999999995,1009.281,,,,142.871,644.361,,,,
AS14.07,2014-04-19,4,6,28.0,,,2050.995000600815,1.0,0.0750112948405168,3.0,219.009,1084.3210000000001,138.522,,,,94.744,384.74399999999997,,,,
AS14.07,2014-04-20,4,7,3.0,,,6713.023000955578,-2.0,2.0833333333333335,-1.0,99.644,2081.821,14.091,,,,10.042,850.153,,84.34700000000001,,
AS14.07,2014-04-21,4,1,33.0,,,9218.660998582844,-2.0,1.482851239669421,4.0,1062.679,5514.1990000000005,2479.237,,,,97.31,2631.583,734.992,77.473,,
AS14.07,2014-04-22,4,2,30.0,,2.0,5708.751999616626,-1.0,2.1837643678160923,2.0,1053.4660000000001,2729.9940000000006,1650.744,,,,120.34100000000001,118.47,,,,
AS14.07,2014-04-23,4,3,18.0,5.0,,11782.639000177383,-2.0,1.8089648764782447,0.0,1455.674,7785.343000000001,493.78,,,,151.66899999999998,1399.2640000000001,81.312,412.628,,
AS14.07,2014-04-24,4,4,28.0,3.0,1.0,3173.6349997520447,-3.0,3.791666666666665,2.0,446.687,3558.8120000000004,,,,,166.793,214.721,,,1.003,
AS14.07,2014-04-25,4,5,10.0,6.0,,5443.733000278473,1.0,1.8249999999999997,-2.0,830.739,2063.5980000000004,1384.4,,,,26.148000000000003,867.703,,,,
AS14.07,2014-04-26,4,6,27.0,,,7633.689001798637,-2.0,0.453977737675245,-1.0,879.059,4805.511,326.21999999999997,,,,220.19600000000003,939.1880000000001,,409.774,,
AS14.07,2014-04-27,4,7,30.0,1.0,1.0,9327.362001657482,-3.0,0.3217860677765622,2.0,591.766,4909.536,441.7660000000001,,,,179.70299999999997,1833.2499999999995,,53.51,,
AS14.07,2014-04-28,4,1,27.0,9.0,3.0,14356.782003402706,1.0,2.267752100840337,3.0,3413.0829999999996,7304.384999999999,1194.625,,,,333.17299999999994,1640.126,1.004,286.976,7.209999999999999,
AS14.07,2014-04-29,4,2,5.0,1.0,9.0,6649.512000322342,-2.0,3.2313179441387962,0.0,2796.3909999999996,6168.858,931.825,,14.065,,42.602,872.169,,184.86200000000002,,
AS14.07,2014-04-30,4,3,10.0,,,7197.648000955588,-4.0,0.579550051586944,1.0,-80367.93000000001,10321.694,1436.897,,,,830.9350000000001,418.836,,206.91199999999998,,
AS14.07,2014-05-01,5,4,15.0,,,5441.058000802992,-5.0,2.486028644076059,-1.0,474.87899999999996,4111.216999999999,432.47399999999993,,,,32.19,817.0210000000001,,98.515,,
AS14.07,2014-05-02,5,5,31.0,,,5961.156999111181,-3.0,1.4185114128295955,3.0,1964.0900000000001,6094.439000000001,166.687,,,,427.039,828.253,,112.095,,
AS14.07,2014-05-03,5,6,17.0,1.0,,1797.8099997043612,-2.0,1.8166666666666664,0.0,290.056,294.107,303.578,,,,37.375,872.0,,,,
AS14.07,2014-05-04,5,7,8.0,,,2201.717000484466,-1.0,0.6583333333333338,1.0,529.4329999999999,2160.107,153.388,,,,9.085,251.575,,,,
AS14.07,2014-05-05,5,1,11.0,,,,-3.0,,1.0,,,,,,,,,,,,
AS14.08,2014-02-17,2,1,,,4.0,,,,,,,,,,,,,,,,
AS14.08,2014-02-18,2,2,,,2.0,,,,,,,,,,,,,,,,
AS14.08,2014-02-25,2,2,,1.0,,,,,,,,,,,,,,,,,
AS14.08,2014-02-28,2,5,,,4.0,,,,,,,,,,,,,,,,
AS14.08,2014-03-03,3,1,,,7.0,,,,,,,,,,,,,,,,
AS14.08,2014-03-05,3,3,19.0,,,,0.0,,1.0,,,,,,,,,,,,
AS14.08,2014-03-06,3,4,36.0,,13.0,,-3.0,,3.0,,,,,,,,,,,,
AS14.08,2014-03-07,3,5,37.0,,3.0,,3.0,,6.0,,,,,,,,,,,,
AS14.08,2014-03-08,3,6,35.0,,,,0.0,,5.0,,,,,,,,,,,,
AS14.08,2014-03-09,3,7,36.0,,,,-5.0,,6.0,,,,,,,,,,,,
AS14.08,2014-03-10,3,1,34.0,,4.0,,-5.0,,3.0,,,,,,,,,,,,
AS14.08,2014-03-11,3,2,33.0,,3.0,,2.0,,2.0,,,,,,,,,,,,
AS14.08,2014-03-12,3,3,35.0,,,,3.0,,5.0,,,,,,,,,,,,
AS14.08,2014-03-13,3,4,33.0,,11.0,825.9980003833765,0.0,,3.0,169.21199999999996,287.188,,,,,208.85500000000002,200.95100000000002,,,13.062,
AS14.08,2014-03-14,3,5,37.0,,11.0,3377.382000684738,-1.0,,6.0,592.733,382.769,,,,,42.257999999999996,861.507,1277.345,180.24699999999999,20.109,
AS14.08,2014-03-15,3,6,32.0,,3.0,1200.8120002746596,-3.0,,3.0,68.456,382.20399999999995,77.59,,,17.086,71.725,581.6880000000001,,,,
AS14.08,2014-03-16,3,7,28.0,,,2440.102999925614,-5.0,,5.0,149.23,1753.462,,,,,56.275,469.40500000000003,,,11.119,
AS14.08,2014-03-17,3,1,27.0,,,1418.689000129699,0.0,0.0333333333333333,1.0,56.584,5763.016,,,,,68.395,6973.934,,,,
AS14.08,2014-03-18,3,2,32.0,,,1318.1699995994568,-1.0,0.6837926827665088,3.0,5.92,716.896,142.79000000000002,,,,47.137,403.437,,,,
AS14.08,2014-03-19,3,3,35.0,1.0,,1827.4599990844717,-1.0,1.5124119173037167,5.0,49.836999999999996,1011.71,26.471,,,,64.362,655.237,,,18.195999999999998,
AS14.08,2014-03-20,3,4,32.0,,1.0,1096.5499994754791,-1.0,1.380573064221414,4.0,4862.881,279.44,,,,,48.01,669.326,,,,
AS14.08,2014-03-21,3,5,33.0,,4.0,2857.9249997138977,-2.0,0.2146152567516641,3.0,215.864,2477.42,,,,,52.181,1085.183,,,48.316,
AS14.08,2014-03-22,3,6,32.0,,,866.5940003395077,-2.0,0.5335549068563883,4.0,10.556999999999999,4329.022,,,,,43.157000000000004,452.75699999999995,89.938,,16.075,
AS14.08,2014-03-23,3,7,36.0,2.0,,1374.581000328064,-1.0,1.0124358093194532,4.0,86.199,372.317,,,,,4065.138,1612.9349999999997,323.241,,82.451,
AS14.08,2014-03-24,3,1,34.0,,,1967.9929997920995,-4.0,1.1113899063038795,5.0,14.427,194.055,,,,,52.022999999999996,1700.2120000000002,,,11.062999999999999,
AS14.08,2014-03-25,3,2,36.0,,1.0,726.2829999923707,-3.0,0.4055438842203547,5.0,73.604,1469.956,89.12,,,,46.93600000000001,441.33099999999996,,,,
AS14.08,2014-03-26,3,3,26.0,,5.0,1818.4510009288792,-1.0,2.0585320417287627,2.0,330.846,895.0110000000001,112.399,,,161.499,45.978,413.674,,,11.029,
AS14.08,2014-03-27,3,4,38.0,,6.0,2483.2820003032693,0.0,2.0882760326552465,3.0,128.185,1976.7879999999998,,,,,56.987,2145.012,,358.674,24.05,
AS14.08,2014-03-28,3,5,25.0,1.0,12.0,1936.6580002307896,-1.0,0.3974342891067275,2.0,834.408,959.2560000000003,,,,,52.028,706.4010000000002,,167.53400000000002,,
AS14.08,2014-03-29,3,6,43.0,,2.0,1191.82900071144,-1.0,0.5986588950584886,6.0,46.795,536.168,64.889,,,,61.195,445.50100000000003,,,,
AS14.08,2014-03-30,3,7,34.0,,,779.892998933792,0.0,1.8042827984452514,3.0,9.926,218.915,,,,,43.081999999999994,506.55500000000006,,,,
AS14.08,2014-03-31,3,1,38.0,,,1670.5409996509547,0.0,1.8944316436251925,6.0,3.048,1230.323,20.184,,,,50.666,457.4219999999999,,,14.035,
AS14.08,2014-04-01,4,2,36.0,,,2074.4190006256113,-5.0,1.434138655462184,5.0,28.205,1623.5900000000001,92.10499999999999,,,,59.789,974.317,,,3.005,
AS14.08,2014-04-02,4,3,33.0,,,696.810000658035,-2.0,0.11605366303139589,4.0,33.864,1809.842,19.154,,,,51.73400000000001,208.186,,,20.146,
AS14.08,2014-04-03,4,4,21.0,,,2837.617998838425,0.0,1.8904292552951265,4.0,36.467,2364.9109999999996,,,,,107.15800000000002,758.856,,,50.577,
AS14.08,2014-04-04,4,5,30.0,2.0,,1265.508000850678,1.0,0.7469753420945673,5.0,168.29700000000003,863.472,,,,,34.475,1643.455,,,9.065,
AS14.08,2014-04-05,4,6,37.0,,,1735.447999954224,1.0,3.081939393939394,6.0,8.64,951.8109999999999,76.908,,,,46.662,633.5210000000001,,,17.057,
AS14.08,2014-04-06,4,7,38.0,,,1296.008000373841,0.0,0.17472564693131012,5.0,69.105,331.962,11.032,,,,34.396,532.817,,,11.055,
AS14.08,2014-04-07,4,1,35.0,1.0,6.0,4442.053998470306,0.0,2.45935521108361,5.0,365.50199999999995,2379.268,368.396,,,,69.48,1248.4860000000003,,7.028,,
AS14.08,2014-04-08,4,2,26.0,,,2564.4870009422293,-1.0,1.3955590134712605,2.0,67.864,1572.274,93.167,,,,56.654,1078.93,,,31.197000000000003,
AS14.08,2014-04-09,4,3,25.0,,,2404.400000333786,1.0,0.8880578512396697,2.0,112.664,1770.142,,,,,3613.761,1990.761,,,6.016,
AS14.08,2014-04-10,4,4,38.0,,,4360.754999876022,6.0,4.957758305825708,7.0,90.306,3161.743,230.726,,,,82.531,877.273,,,47.583,
AS14.08,2014-04-11,4,5,38.0,1.0,,1581.9210007190707,3.0,1.7792531798860889,5.0,51.944,452.74799999999993,32.147,,,,48.116,990.3209999999998,,,3.01,
AS14.08,2014-04-12,4,6,35.0,,,767.0680000782012,0.0,0.6006585397230986,4.0,,1912.357,,,,,108.72399999999999,519.463,,,,
AS14.08,2014-04-13,4,7,38.0,,,2078.9600002765656,0.0,0.11585029899885768,6.0,8.147,658.403,221.56300000000002,,,,119.435,2874.2200000000003,,,5.043,
AS14.08,2014-04-14,4,1,33.0,,,3426.076000928881,1.0,1.5576740773404354,3.0,89.01599999999999,1931.73,81.273,,,45.241,122.035,1121.678,,,31.393,
AS14.08,2014-04-15,4,2,32.0,,,3149.4779992103604,-4.0,0.818181818181818,3.0,313.846,2067.439,36.189,,,,54.181,711.717,,,,
AS14.08,2014-04-16,4,3,33.0,,,1724.2629995346065,-3.0,1.64633655394525,4.0,122.28200000000001,853.409,22.458000000000002,,,48.299,45.32899999999999,595.5500000000001,,,33.39,
AS14.08,2014-04-17,4,4,31.0,,,3259.406999349593,-5.0,2.3323576182208505,4.0,111.43100000000001,1016.883,144.717,,,,188.899,676.2249999999999,1114.867,,3.038,
AS14.08,2014-04-18,4,5,30.0,,,936.6079995632169,-2.0,1.1770076674737693,3.0,8.937,178.033,,,,,67.792,678.915,,,,
AS14.08,2014-04-19,4,6,39.0,,,2355.328998804096,7.0,0.936069465267366,6.0,324.362,840.206,88.565,,,,46.933,1092.221,,22.302,7.023,
AS14.08,2014-04-20,4,7,32.0,,,1317.5869996547704,-6.0,0.11758427508934621,4.0,2291.8390000000004,85.04199999999999,173.542,,,,36.373000000000005,5884.73,,17.156,15.074,
AS14.08,2014-04-21,4,1,32.0,,,2076.093999624253,-5.0,0.7030790320020459,3.0,90.122,600.2099999999999,437.264,,,5.032,31.308,905.6440000000001,,,6.026,
AS14.08,2014-04-22,4,2,30.0,,,1819.2249996662135,-3.0,1.8575986329310197,2.0,109.49199999999999,795.3119999999999,21.094,,,,46.998,843.2529999999999,,,,
AS14.08,2014-04-23,4,3,28.0,,,1554.5250003337856,0.0,2.99942465397691,2.0,153.90400000000002,1044.884,,,,,51.104,435.924,,,,
AS14.08,2014-04-24,4,4,20.0,,,1965.2279994487767,1.0,3.0721418868186436,3.0,26.485999999999997,1270.6670000000001,82.896,,,,547.374,554.572,,,,
AS14.08,2014-04-25,4,5,38.0,,,2004.8570005893716,0.0,0.6797043010752682,4.0,92.297,10351.418000000001,,,,163.344,51.705,812.872,,,,
AS14.08,2014-04-26,4,6,24.0,,,702.6440005302428,-2.0,1.1322916666666676,1.0,276.46,156.572,,,,,29.159,237.624,,,,
AS14.08,2014-04-27,4,7,36.0,,3.0,2228.388000011444,-5.0,0.13031609195402302,4.0,100.223,704.723,835.74,,,,34.178000000000004,700.6910000000001,,,,
AS14.08,2014-04-28,4,1,29.0,,,864.7580003738399,-4.0,0.5340579710144929,3.0,127.95500000000001,122.74300000000001,109.162,,,,45.431,461.77599999999995,,,,
AS14.08,2014-04-29,4,2,23.0,,,2025.4379999637604,-1.0,0.7439075630252101,1.0,21.515,1157.159,111.408,,,,39.375,694.2059999999999,,,,
AS14.08,2014-04-30,4,3,40.0,,,3999.000998735421,-3.0,0.8358009583143602,6.0,38.781,3192.407,202.554,,,,38.314,523.0989999999999,,,,
AS14.08,2014-05-01,5,4,35.0,,,5458.796000480648,2.0,0.8955383652711468,4.0,96.708,9933.223000000002,3751.748,,,,57.046,442.89700000000005,,,202.552,
AS14.08,2014-05-02,5,5,36.0,,,703.1720004081726,-2.0,4.36171218487395,5.0,29.822,157.96099999999998,29.418,,,,45.739999999999995,436.494,,,3.172,
AS14.08,2014-05-03,5,6,37.0,,,883.2579998970027,2.0,5.323529516754229,5.0,86.962,1322.47,,,,,36.627,437.16499999999996,,6.071,44.214,
AS14.08,2014-05-04,5,7,34.0,1.0,,1968.681000471115,-1.0,1.0386627064618952,5.0,162.032,780.0079999999999,,,,,34.334,681.4110000000001,,311.75699999999995,,
AS14.08,2014-05-05,5,1,20.0,,,263.81499981880165,-3.0,0.0416666666666667,3.0,,36.583999999999996,,,,,22.215,204.48199999999997,,,,
AS14.09,2014-02-17,2,1,,3.0,,,,,,,,,,,,,,,,,
AS14.09,2014-02-18,2,2,,1.0,,,,,,,,,,,,,,,,,
AS14.09,2014-02-19,2,3,,1.0,,,,,,,,,,,,,,,,,
AS14.09,2014-02-22,2,6,,2.0,,,,,,,,,,,,,,,,,
AS14.09,2014-02-23,2,7,,1.0,,,,,,,,,,,,,,,,,
AS14.09,2014-02-24,2,1,,1.0,,,,,,,,,,,,,,,,,
AS14.09,2014-02-25,2,2,,4.0,2.0,,,,,,,,,,,,,,,,
AS14.09,2014-02-26,2,3,,6.0,,,,,,,,,,,,,,,,,
AS14.09,2014-02-27,2,4,,2.0,,,,,,,,,,,,,,,,,
AS14.09,2014-02-28,2,5,,3.0,5.0,,,,,,,,,,,,,,,,
AS14.09,2014-03-01,3,6,,,1.0,,,,,,,,,,,,,,,,
AS14.09,2014-03-02,3,7,,2.0,,,,,,,,,,,,,,,,,
AS14.09,2014-03-04,3,2,,1.0,,,,,,,,,,,,,,,,,
AS14.09,2014-03-05,3,3,,6.0,1.0,,,,,,,,,,,,,,,,
AS14.09,2014-03-06,3,4,,1.0,,,,,,,,,,,,,,,,,
AS14.09,2014-03-07,3,5,,3.0,1.0,,,,,,,,,,,,,,,,
AS14.09,2014-03-08,3,6,,,6.0,,,,,,,,,,,,,,,,
AS14.09,2014-03-09,3,7,,6.0,3.0,,,,,,,,,,,,,,,,
AS14.09,2014-03-10,3,1,,2.0,,,,,,,,,,,,,,,,,
AS14.09,2014-03-12,3,3,,5.0,1.0,,,,,,,,,,,,,,,,
AS14.09,2014-03-16,3,7,,1.0,,,,,,,,,,,,,,,,,
AS14.09,2014-03-17,3,1,,3.0,,,,,,,,,,,,,,,,,
AS14.09,2014-03-18,3,2,,3.0,,,,,,,,,,,,,,,,,
AS14.09,2014-03-19,3,3,,3.0,4.0,,,,,,,,,,,,,,,,
AS14.09,2014-03-20,3,4,,4.0,,,,,,,,,,,,,,,,,
AS14.09,2014-03-21,3,5,7.0,3.0,1.0,3007.8339989185324,0.0,,1.0,29.307000000000002,1221.0810000000004,1447.456,,,2.113,216.908,,,,2.0199999999999996,
AS14.09,2014-03-22,3,6,21.0,,,4706.241000652313,0.0,1.5083333333333329,2.0,149.05999999999997,2687.055,4606.764999999999,,,13.309000000000001,147.031,122.56800000000001,193.317,,1.003,3.02
AS14.09,2014-03-23,3,7,27.0,,1.0,7160.279999732973,3.0,0.7999999999999993,1.0,299.254,3187.773,35937.645,,,,68.399,18.333,193.588,,3.0539999999999994,
AS14.09,2014-03-24,3,1,29.0,,,5929.984000682831,2.0,1.9000000000000004,2.0,60.258,3151.8010000000004,1067.7350000000001,54.492000000000004,,4.090999999999999,83.63300000000001,903.155,250.549,324.702,20.666999999999998,
AS14.09,2014-03-25,3,2,31.0,1.0,,7212.193001270292,2.0,0.6166666666666666,-1.0,327.62200000000007,2417.2350000000006,3985.339,106.12,,10.256,72.38,122.999,32.474,,3.016,17.433
AS14.09,2014-03-26,3,3,31.0,3.0,2.0,8552.027000188831,2.0,2.07157382847038,3.0,625.437,1505.181,2757.0009999999997,61.349,,1.004,46.913,318.847,,,75.99900000000001,
AS14.09,2014-03-27,3,4,39.0,1.0,,4169.421998977661,-2.0,0.6500000000000004,4.0,210.58200000000002,790.652,2440.0000000000005,,,,96.62199999999999,501.61699999999996,1.01,112.478,,14.396
AS14.09,2014-03-28,3,5,33.0,4.0,,10467.484001874927,-1.0,1.9146825396825387,4.0,509.97099999999995,2641.962,5631.858,56.071,,6.096,245.89799999999997,293.719,983.769,17.192,70.97200000000001,
AS14.09,2014-03-29,3,6,40.0,5.0,,7516.97699904442,-2.0,1.975,5.0,454.912,3478.2230000000004,3166.781,,,,63.888999999999996,188.847,157.702,,3.242,
AS14.09,2014-03-30,3,7,31.0,2.0,1.0,8669.2909989357,-4.0,2.5750000000000006,4.0,1384.013,3493.521,3177.558,21.601,,,41.815000000000005,491.89300000000003,,,4.061,50.67
AS14.09,2014-03-31,3,1,35.0,3.0,,6808.904999494553,-1.0,2.0000000000000004,1.0,623.375,3363.6079999999997,2077.0019999999995,97.282,,4.1,49.509,10.145,576.3829999999999,,4.042999999999999,
AS14.09,2014-04-01,4,2,38.0,5.0,,12936.086001157757,0.0,1.9166666666666674,3.0,2289.1390000000006,5259.525000000001,4216.561,123.632,,,64.097,107.098,137.18,729.504,5.071000000000001,
AS14.09,2014-04-02,4,3,31.0,2.0,,3616.1849999427823,1.0,0.9932773109243694,0.0,1302.409,698.0930000000001,1408.9720000000002,,,,78.42599999999999,33.83,,,59.26199999999999,32.864
AS14.09,2014-04-03,4,4,38.0,3.0,,6119.871999502182,0.0,4.341666666666666,3.0,588.224,2006.6190000000001,1529.534,97.28999999999999,,4.04,90.741,209.625,1508.7709999999997,80.247,,
AS14.09,2014-04-04,4,5,29.0,3.0,1.0,6912.645999670029,-3.0,1.8250000000000002,3.0,276.152,3102.5339999999997,2802.714,47.772000000000006,175.019,,61.001,166.319,275.002,,3.0869999999999997,
AS14.09,2014-04-05,4,6,30.0,,,5465.0930008888245,0.0,2.7750000000000004,3.0,53.050999999999995,3022.0789999999997,2117.3230000000003,,80.992,1.012,76.697,109.2,,,1.007,
AS14.09,2014-04-06,4,7,34.0,,,7160.648002386095,-2.0,3.3333333333333335,4.0,269.692,2888.5720000000006,3578.5989999999997,51.71,,4.025,52.748999999999995,260.428,,4.098,22.322,24.224
AS14.09,2014-04-07,4,1,31.0,,,5353.679001808166,-2.0,1.8750000000000009,0.0,174.613,2635.4200000000005,1657.547,76.338,,3.043,63.722,301.159,348.162,,,90.352
AS14.09,2014-04-08,4,2,36.0,,1.0,4055.727000236513,0.0,2.0749999999999997,3.0,219.268,1722.9769999999999,17314.980999999996,160.191,,1.032,65.994,34.370999999999995,389.942,,,
AS14.09,2014-04-09,4,3,26.0,3.0,,4303.1010003089905,1.0,0.716666666666667,1.0,455.0059999999999,1715.135,2041.4039999999995,23.372,,,29.333999999999996,28.382,26.014,,,
AS14.09,2014-04-10,4,4,24.0,1.0,,2158.587001562118,3.0,0.42499999999999993,0.0,116.389,826.867,921.554,,,,19.387,196.271,,77.658,2.019,
AS14.09,2014-04-11,4,5,34.0,,,5562.076999187466,0.0,0.8,3.0,2.008,765.3009999999998,690.963,23.749,,,19.296,,598.908,153.307,,
AS14.09,2014-04-12,4,6,35.0,2.0,,2841.563000202179,0.0,0.6249999999999999,4.0,,1664.717,1146.349,,,,52.751999999999995,,,,59.098000000000006,
AS14.09,2014-04-13,4,7,30.0,,1.0,1216.8459997177122,-4.0,1.0333333333333332,0.0,12.187,503.45700000000005,273.882,,,,15.208,,411.041,,1.008,
AS14.09,2014-04-14,4,1,29.0,1.0,1.0,823.1890001296997,-1.0,0.41666666666666596,-1.0,75.483,186.68600000000004,482.67,,,5.029,25.479,,77.72,,,
AS14.09,2014-04-15,4,2,30.0,1.0,1.0,1799.896999597549,0.0,0.7083333333333335,0.0,120.66499999999999,595.632,1042.797,148.776,,,11.277000000000001,,,,,
AS14.09,2014-04-16,4,3,22.0,,,588.7820003032684,-2.0,0.1090909090909091,-1.0,10.120999999999999,262.839,419.4920000000001,,,,29.612,,,,,
AS14.09,2014-04-17,4,4,28.0,1.0,1.0,2211.44800043106,0.0,2.098674242424243,3.0,31.595999999999997,1268.037,651.998,36.512,,,32.259,,43.02400000000001,151.64100000000002,5.106999999999999,
AS14.09,2014-04-18,4,5,33.0,2.0,1.0,2364.1620001792908,-6.0,1.2621212121212124,3.0,130.091,516.495,1488.692,80.219,,72.352,12.053,38.117,22.127,,3.0109999999999997,
AS14.09,2014-04-19,4,6,32.0,,,1896.4769990444192,1.0,1.5840909090909092,4.0,13.157,761.494,584.2470000000001,,,4.028,20.803,36.476,475.38599999999997,,,
AS14.09,2014-04-20,4,7,25.0,,,421.0810003280639,0.0,0.6647727272727268,1.0,2.012,248.21,208.96999999999997,,,,,267.892,61.327999999999996,,,
AS14.09,2014-04-21,4,1,26.0,2.0,,848.1339998245237,-3.0,0.27556818181818193,2.0,66.726,66.779,554.882,32.886,,,16.339,,,108.031,2.205,
AS14.09,2014-04-22,4,2,33.0,15.0,,2612.397999525069,-1.0,0.7727272727272726,2.0,814.3489999999999,835.922,1426.935,,,,,26.468,,,,
AS14.09,2014-04-23,4,3,19.0,2.0,2.0,2925.293999671936,-1.0,0.4706439393939394,1.0,810.732,765.12,1200.412,71.327,,,23.765,28.135,,30.26,,
AS14.09,2014-04-24,4,4,36.0,5.0,,763.8369996547699,1.0,0.630492424242424,5.0,23.392,302.97900000000004,422.54499999999996,,,,7.085,,4.024,,,5.032
AS14.09,2014-04-25,4,5,29.0,,,1263.7550008296964,1.0,1.853030303030303,4.0,4.023,644.2679999999999,976.648,47.889,,,25.513,,,71.26,,14.066
AS14.09,2014-04-26,4,6,24.0,,,1797.3450000286102,0.0,1.9848484848484853,3.0,74.732,1051.7220000000002,404.52,203.255,,,38.775,8.226,,,,25.462
AS14.09,2014-04-27,4,7,25.0,,,,-4.0,,1.0,,,,,,,,,,,,
AS14.09,2014-04-28,4,1,33.0,,,,0.0,,3.0,,,,,,,,,,,,
AS14.09,2014-04-29,4,2,27.0,,,,-2.0,,2.0,,,,,,,,,,,,
AS14.09,2014-04-30,4,3,28.0,,,,-2.0,,3.0,,,,,,,,,,,,
AS14.09,2014-05-01,5,4,30.0,,,,-1.0,,3.0,,,,,,,,,,,,
AS14.09,2014-05-02,5,5,38.0,,,,0.0,,4.0,,,,,,,,,,,,
AS14.09,2014-05-03,5,6,31.0,,,,1.0,,3.0,,,,,,,,,,,,
AS14.09,2014-05-04,5,7,33.0,,,,1.0,,2.0,,,,,,,,,,,,
AS14.09,2014-05-05,5,1,12.0,,,,-2.0,,1.0,,,,,,,,,,,,
AS14.12,2014-02-19,2,3,,,1.0,,,,,,,,,,,,,,,,
AS14.12,2014-02-20,2,4,,1.0,,,,,,,,,,,,,,,,,
AS14.12,2014-02-21,2,5,,2.0,,,,,,,,,,,,,,,,,
AS14.12,2014-02-22,2,6,,4.0,,,,,,,,,,,,,,,,,
AS14.12,2014-02-23,2,7,,2.0,,,,,,,,,,,,,,,,,
AS14.12,2014-02-24,2,1,,2.0,,,,,,,,,,,,,,,,,
AS14.12,2014-02-26,2,3,,9.0,1.0,,,,,,,,,,,,,,,,
AS14.12,2014-02-27,2,4,,3.0,,,,,,,,,,,,,,,,,
AS14.12,2014-02-28,2,5,,2.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-01,3,6,,5.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-02,3,7,,1.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-03,3,1,,1.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-04,3,2,,2.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-05,3,3,,,1.0,,,,,,,,,,,,,,,,
AS14.12,2014-03-07,3,5,,8.0,7.0,,,,,,,,,,,,,,,,
AS14.12,2014-03-08,3,6,,4.0,1.0,,,,,,,,,,,,,,,,
AS14.12,2014-03-09,3,7,,,1.0,,,,,,,,,,,,,,,,
AS14.12,2014-03-10,3,1,,2.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-12,3,3,,1.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-14,3,5,,5.0,2.0,,,,,,,,,,,,,,,,
AS14.12,2014-03-15,3,6,11.0,4.0,3.0,,0.0,,-1.0,,,,,,,,,,,,
AS14.12,2014-03-16,3,7,,2.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-18,3,2,,1.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-19,3,3,,1.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-20,3,4,,1.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-21,3,5,,2.0,,,,,,,,,,,,,,,,,
AS14.12,2014-03-25,3,2,,2.0,1.0,,,,,,,,,,,,,,,,
AS14.12,2014-03-27,3,4,28.0,2.0,,6065.7110004425085,-2.0,1.9277769752883887,4.0,735.716,930.649,207.387,,,,71.905,4393.594,,,5.052,
AS14.12,2014-03-28,3,5,27.0,9.0,,10478.01700019837,0.0,2.6925287356321848,3.0,4855.087,2540.5709999999995,3861.542,,,,77.908,3569.3729999999996,,,14.169,
AS14.12,2014-03-29,3,6,27.0,5.0,,9956.59399938583,4.0,3.0258016662702794,4.0,6546.763999999999,1318.0680000000002,1001.059,,,,51.707,1167.004,101.11800000000001,60.299,8.12,
AS14.12,2014-03-30,3,7,29.0,1.0,,3085.156000614166,-1.0,1.1500613936317647,1.0,805.483,790.7080000000001,473.693,,,,53.669000000000004,914.519,,,15.116999999999997,
AS14.12,2014-03-31,3,1,32.0,1.0,,3845.6270000934614,2.0,1.7411157615948414,2.0,954.0349999999999,633.707,411.651,11.04,11.03,17.189,47.557,939.671,772.399,,,
AS14.12,2014-04-01,4,2,32.0,2.0,,8892.608999252321,2.0,3.3790117162082978,3.0,1334.3880000000001,2928.829,751.292,55.378,3.766,,44.646,3253.437,68.07900000000001,,,
AS14.12,2014-04-02,4,3,30.0,3.0,,13215.448000431054,-2.0,3.3823852321492622,1.0,841.662,2319.8669999999997,759.095,128.498,,397.502,77.77900000000001,2587.3720000000003,25.71,,,
AS14.12,2014-04-03,4,4,27.0,3.0,,10063.442001819609,2.0,3.776190476190476,0.0,2386.118,2760.7750000000005,1194.806,133.62,,848.027,40.63,4213.197,373.78600000000006,,,
AS14.12,2014-04-04,4,5,26.0,8.0,3.0,7406.303998708725,3.0,3.3307173716944405,2.0,1238.833,1244.954,359.466,,,525.1369999999998,45.5,2331.8979999999997,1689.1170000000002,,,
AS14.12,2014-04-05,4,6,31.0,3.0,1.0,4866.7180008888245,0.0,3.607159522324873,2.0,1613.1799999999998,212.43999999999997,1451.876,39.611000000000004,4.009,,66.791,2087.2580000000003,214.084,,,
